platform,appid,country,currency,initial,final,discount_percent,release_date
steam,1449110,BR,BRL,299.0,299.0,0,"29 Oct, 2025"
steam,3551340,US,USD,59.99,59.99,0,"Nov 4, 2025"
steam,1151340,GB,GBP,34.99,34.99,0,"14 Apr, 2020"
steam,1984270,TR,USD,45.99,45.99,0,"2 Oct, 2025"
steam,252490,CN,CNY,138.0,82.8,40,"8 Feb, 2018"
steam,3472040,US,USD,79.99,39.99,50,"Sep 4, 2025"
steam,3880840,FR,EUR,24.99,24.99,0,"28 Oct, 2025"
steam,381210,TR,USD,14.99,14.99,0,"14 Jun, 2016"
steam,1675200,TR,USD,399.0,399.0,0,"17 Jan, 2025"
steam,1903340,GB,GBP,41.99,33.59,20,"24 Apr, 2025"
steam,1808500,BR,BRL,171.8,171.8,0,"30 Oct, 2025"
steam,3880840,GB,GBP,21.99,21.99,0,"28 Oct, 2025"
steam,1295660,PL,PLN,299.0,194.35,35,"10 Feb, 2025"
steam,1174180,JP,JPY,14080.0,2816.0,80,"5 Dec, 2019"
steam,1808500,AR,USD,39.99,39.99,0,"30 Oct, 2025"
steam,3949040,GB,GBP,6.69,6.69,0,"21 Oct, 2025"
steam,1675200,AU,AUD,649.0,649.0,0,"17 Jan, 2025"
steam,252490,CA,CAD,51.99,31.19,40,"8 Feb, 2018"
steam,381210,CA,CAD,25.99,25.99,0,"14 Jun, 2016"
steam,2062430,AR,USD,7.99,7.99,0,"15 Oct, 2025"
steam,2958130,GB,GBP,49.99,49.99,0,"21 Oct, 2025"
steam,2592160,CA,CAD,38.99,38.99,0,"22 Oct, 2025"
steam,2968420,CA,CAD,33.49,33.49,0,"23 Oct, 2025"
steam,1174180,BR,BRL,499.9,99.98,80,"5 Dec, 2019"
steam,1086940,AU,AUD,89.95,89.95,0,"3 Aug, 2023"
steam,1903340,BR,BRL,199.0,159.2,20,"24 Apr, 2025"
steam,1449110,AR,USD,48.99,48.99,0,"29 Oct, 2025"
steam,3551340,FR,EUR,59.99,59.99,0,"4 Nov, 2025"
steam,381210,AR,USD,14.99,14.99,0,"14 Jun, 2016"
steam,1158310,TR,USD,29.99,8.99,70,"1 Sep, 2020"
steam,3241660,US,USD,9.99,6.49,35,"Feb 26, 2025"
steam,3405340,JP,JPY,1200.0,1200.0,0,"18 Sep, 2025"
steam,381210,US,USD,19.99,19.99,0,"Jun 14, 2016"
steam,1857950,GB,GBP,14.99,14.99,0,"24 Oct, 2025"
steam,1808500,GB,GBP,30.99,30.99,0,"30 Oct, 2025"
steam,3167020,JP,JPY,1800.0,1800.0,0,"16 Oct, 2025"
steam,1984270,CA,CAD,93.49,93.49,0,"2 Oct, 2025"
steam,1174180,US,USD,99.99,19.99,80,"Dec 5, 2019"
